Exp,Site,Hole,Latitude,Longitude,Water depth (m),Penetration DSF (m),Cored interval (m),Recovered length (m),Recovery (%),Drilled interval (m),Drilled interval (no.),Total cores (no.),APC cores (no.),HLAPC cores (no.),XCB cores (no.),RCB cores (no.),Other cores (no.),Date started (UTC),Date finished (UTC),Time on hole (days),Comments,
330,U1377,B,38 11.2500 S,168 38.2587 W,1250.75,37,37,14.47,39.11,,0,4,0,0,0,4,1,2/5/11 18:15,2/8/11 7:30,2.55,1250.8 mbsl,
334,U1378,A,08 35.5415 N,084 4.6313 W,525.45,456.9,,,0,456.9,1,0,0,0,0,0,0,3/17/11 10:00,3/20/11 2:30,2.69,LWD (logging while drilling hole),
334,U1378,B,08 35.5408 N,084 04.6415 W,521.86,523.9,523.9,526.39,100.48,,0,63,16,0,47,0,0,4/2/11 11:00,4/6/11 20:45,4.41,,
334,U1379,A,08 40.8501 N,084 02.0166 W,125.85,962.8,,,0,962.8,1,0,0,0,0,0,0,3/20/11 3:45,3/23/11 23:00,3.8,LWD Hole,
334,U1379,B,08 40.8502 N,084 02.0277 W,127.28,10.5,10.5,8.72,83.05,,0,2,2,0,0,0,0,3/25/11 5:30,3/25/11 10:30,0.21,,
334,U1379,C,08 40.8605 N,084 02.0274 W,128.36,939.3,939.3,805.65,85.77,,0,117,17,0,100,0,0,3/25/11 10:30,4/2/11 9:45,7.97,,
334,U1380,A,08 35.9976 N,084 04.4032 W,503.57,482.4,85.4,52.37,61.32,397,1,9,0,0,0,9,0,4/6/11 21:30,4/8/11 20:00,1.94,Drill down with C/B to ~400 mbsf,
334,U1381,A,08 25.7150 N,084 09.4690 W,2068.71,164.1,164.1,73.86,45.01,,0,26,0,0,0,26,0,4/8/11 21:30,4/12/11 2:15,3.2,,
334,U1381,B,08 25.7149 N,084 09.4805 W,2068.67,90,29,15.98,55.1,61,3,3,0,0,0,3,0,4/12/11 2:15,4/12/11 19:00,0.7,,
335,U1256,D,06  44.1631 N,091 56.0612 W,,14.5,14.5,1.64,11.31,,0,5,0,0,0,5,7,4/19/11 1:15,5/30/11 11:50,41.44,,
336,U1382,A,22 45.3531 N,046 04.8911 W,4482.89,210,100,31.79,31.79,110,2,11,0,0,0,11,0,10/1/11 12:30,10/12/11 11:45,10.97,Shallow Cork,
336,U1382,B,22 45.3528 N,046 04.8748 W,4482.54,98.8,98.8,84.28,85.3,,0,12,10,0,2,0,0,11/8/11 15:15,11/9/11 10:00,0.78,APC/XCB to basement,
336,U1383,A,22 48.1229 N,046 03.1661 W,4413.92,36,,,0,36,1,0,0,0,0,0,0,10/12/11 11:45,10/13/11 9:30,0.91,Jet-in Test,
336,U1383,B,22 48.1328 N,046 03.1556 W,4413.92,89.8,,,0,89.8,3,0,0,0,0,0,0,10/13/11 9:30,10/19/11 17:45,6.34,"Re-entry system, 20"," 16"" 10 3/4"" & RCB """
336,U1383,C,22 48.1241 N,046 03.1662 W,4413.82,331.5,262,50.31,19.2,69.5,2,31,0,0,0,31,0,10/19/11 17:45,11/7/11 3:15,18.4,Re-entry system 16," 10 3/4"" & RCB"""
336,U1383,D,22 48.1316 N,046 03.1628 W,4413.76,44.3,44.3,48.65,109.82,,0,7,6,0,1,0,0,11/7/11 3:15,11/7/11 23:45,0.85,APC/XCB to basment,
336,U1383,E,22 48.1283 N,046 03.1582 W,4413.76,44.2,44.2,50.28,113.76,,0,7,6,0,1,0,0,11/7/11 23:45,11/8/11 10:00,0.43,APC/XCB to basment,
336,U1384,A,22 48.7086 N,046 05.3464 W,4464.43,96.2,96.2,94.09,97.81,,0,12,11,0,1,0,0,11/9/11 18:15,11/11/11 0:45,1.27,APC/XCB to basement,
336,U395,A,22 45.3519 N,046 04.8609 W,,,,,0,,0,0,0,0,0,0,0,9/21/11 0:15,9/29/11 2:15,8.08,"Existing hole, no drilling, no bit info",
339,U1385,A,37 34.2894 N,010 07.5708 W,2577.74,151.5,151.5,155.87,102.88,,0,17,17,0,0,0,0,11/25/11 4:00,11/26/11 20:30,1.69,SHACK-04A,
339,U1385,B,37 34.2892 N,010 07.5561 W,2586.64,146.3,146.3,150.73,103.03,,0,16,16,0,0,0,0,11/26/11 20:30,11/27/11 16:45,0.84,SHACK-04A,
339,U1385,C,37 34.2892 N,010 07.5561 W,2586.2,9.5,9.5,9.87,103.89,,0,1,1,0,0,0,0,11/27/11 16:45,11/27/11 18:30,0.07,SHACK-04A,
339,U1385,D,37 34.2784 N,010 07.5559 W,2583.8,146.4,146.4,153.95,105.16,,0,16,16,0,0,0,0,11/27/11 18:30,11/28/11 12:55,0.77,SHACK-04A,
339,U1385,E,37 34.2785 N,010 07.5692 W,2588.7,148.7,148.7,151.32,101.76,,0,17,17,0,0,0,0,11/28/11 12:55,11/29/11 15:15,1.1,SHACK-04A,
339,U1386,A,36 49.6885 N,007 45.3309 W,560.45,349.3,349.3,347.04,99.35,,0,39,21,0,18,0,0,11/30/11 4:15,12/2/11 6:20,2.09,GC-01A,
339,U1386,B,36 49.6880 N,007 45.3168 W,561.9,464.9,464.9,421.6,90.69,,0,50,18,0,32,0,0,12/2/11 6:20,12/4/11 22:25,2.67,,
339,U1386,C,36 49.6773 N,007 45.3165 W,561.85,140.2,140.2,82,58.49,,0,15,0,0,0,15,3,12/4/11 22:25,12/8/11 17:30,3.8,,
339,U1387,A,36 48.3246 N,007 43.1408 W,558.69,352.4,352.4,347.84,98.71,,0,38,6,0,32,0,0,12/8/11 20:30,12/10/11 7:15,1.45,Site GC-09A (Portugal),
339,U1387,B,36 48.3246 N,007 43.1278 W,558.18,338.3,338.3,327.61,96.84,,0,36,5,0,31,0,0,12/10/11 7:15,12/11/11 13:05,1.24,,
339,U1387,C,36 48.3139 N,007 43.1277 W,558.41,580,580,409.5,70.6,,0,61,0,0,0,61,1,12/11/11 13:05,12/18/11 2:30,6.56,,
339,U1388,A,36 16.1378 N,006 47.6602 W,663.65,3.4,3.4,3.64,107.06,,0,1,1,0,0,0,0,12/18/11 7:30,12/19/11 2:25,0.79,GC-04D,
339,U1388,B,36 16.1383 N,006 47.6413 W,658.46,225.7,225.7,107,47.41,,0,24,0,0,24,0,0,12/19/11 2:25,12/20/11 11:55,1.4,XCB spud,
339,U1388,C,36 16.1495 N,006 47.6411 W,662.51,24,24,10.36,43.17,,0,3,0,0,0,3,1,12/20/11 11:55,12/21/11 17:30,1.23,Unstable hole-abandoned,
339,U1389,A,36 25.5183 N,007 16.6907 W,644.68,354.9,354.9,335.6,94.56,,0,39,11,0,28,0,0,12/21/11 20:00,12/24/11 17:55,2.91,Site GC-11A,
339,U1389,B,36 25.5199 N,007 16.6772 W,643.98,9.5,9.5,9.72,102.32,,0,1,1,0,0,0,0,12/24/11 17:55,12/24/11 20:10,0.09,,
339,U1389,C,36 25.5199 N,007 16.6772 W,642.95,350,350,328.48,93.85,,0,38,10,0,28,0,0,12/24/11 20:10,12/26/11 10:00,1.58,,
339,U1389,D,36 25.5092 N,007 16.6772 W,,94,94,97.41,103.63,,0,11,11,0,0,0,0,12/26/11 10:00,12/26/11 22:20,0.51,,
339,U1389,E,36 25.5084 N,007 16.6906 W,643.45,655,655,352.28,53.78,,0,69,0,0,0,69,1,12/26/11 22:20,1/2/12 19:30,6.88,,
339,U1390,A,36 19.0387 N,007 43.0812 W,993.44,350,350,326.26,93.22,,0,38,9,0,29,0,0,1/2/12 21:45,1/5/12 11:55,2.59,Site GC-02B,
339,U1390,B,36 19.1460 N,007 43.0815 W,990.74,194.1,194.1,189.93,97.85,,0,21,21,0,0,0,0,1/5/12 11:55,1/6/12 21:20,1.39,Stuck cbbl required round trip of pipe,
339,U1390,C,36 19.1466 N,007 43.0674 W,992.44,175.4,175.4,170.08,96.97,,0,19,19,0,0,0,0,1/6/12 21:20,1/8/12 2:30,1.22,,
339,U1391,A,37  21.5392 N,009 24.6601 W,1073.68,353.1,353.1,342.62,97.03,,0,38,19,0,19,0,0,1/8/12 12:30,1/10/12 5:20,1.7,Site WI-01B,
339,U1391,B,37 21.5288 N,009 24.6604 W,1073.28,353.5,353.5,346.93,98.14,,0,38,18,0,20,0,0,1/10/12 5:20,1/11/12 18:50,1.56,,
339,U1391,C,37 21.5286 N,009 24.6468 W,1073.28,331.5,331.5,269.02,81.15,,0,35,0,0,0,35,1,1/11/12 18:50,1/16/12 2:00,4.3,,
340,U1393,A,16 43.1316 N,062 05.0594 W,925.94,47.5,47.5,5.42,11.41,,0,7,2,0,5,0,0,3/6/12 14:30,3/8/12 6:30,1.67,,
340,U1394,A,16 38.4259 N,062 02.2822 W,,244.5,244.5,57.37,23.46,,0,27,4,0,23,0,0,3/8/12 8:30,3/10/12 14:45,2.26,,
340,U1394,B,16 38.4375 N,062 02.2819 W,1114.16,181.4,181.4,141.15,77.81,,0,21,16,0,5,0,0,3/10/12 14:45,3/12/12 21:45,2.29,,
340,U1395,A,16 29.5988 N,061 57.0858 W,1200.95,231.3,231.3,144.18,62.33,,0,28,15,0,13,0,0,3/12/12 23:00,3/14/12 14:00,1.63,,
340,U1395,B,16 29.5985 N,061 57.0751 W,1200.18,203.3,203.3,140.21,68.97,,0,25,15,0,10,0,0,3/14/12 14:00,3/16/12 16:00,2.08,,
340,U1396,A,16 30.4841 N,062 27.1017 W,787.45,134.9,134.9,140.51,104.16,,0,15,15,0,0,0,0,3/16/12 18:45,3/17/12 12:15,0.73,,
340,U1396,B,16 30.4847 N,062 27.0912 W,787.45,14.5,9.5,10,105.26,5,1,1,1,0,0,0,0,3/17/12 12:15,3/17/12 13:30,0.05,Drill down 5m and take one APC core,
340,U1396,C,16 30.4729 N,062 27.0905 W,786.65,139.4,139.4,145.92,104.68,,0,15,15,0,0,0,0,3/17/12 13:30,3/18/12 5:30,0.67,,
340,U1397,A,14 54.4081 N,061 25.3530 W,2482.24,265.5,261.1,144.2,55.23,4.4,1,34,19,0,15,0,0,3/18/12 15:45,3/20/12 21:00,2.22,,
340,U1397,B,14 54.4075 N,061 25.3421 W,2481.41,253.5,248.7,131.46,52.86,4.8,1,32,16,0,16,0,0,3/20/12 21:00,3/23/12 22:45,3.07,,
340,U1398,A,14 16.6984 N,061 53.3422 W,2935.3,268.6,268.6,115.09,42.85,,0,30,11,0,19,0,0,3/24/12 3:00,3/26/12 1:45,1.95,,
340,U1398,B,14 16.6987 N,061 53.3309 W,2935.08,263.4,263.4,186.75,70.9,,0,34,24,0,10,0,0,3/26/12 1:45,3/28/12 10:30,2.36,,
340,U1399,A,14 23.2419 N,061 42.6883 W,2900.84,274.7,274.7,219.88,80.04,,0,36,29,0,7,0,0,3/28/12 18:15,3/30/12 17:15,1.96,,
340,U1399,B,14 23.3639 N,061 42.5380 W,2900.22,183,180.5,183.04,101.41,2.5,1,26,26,0,0,0,0,3/30/12 17:15,4/1/12 5:00,1.49,,
340,U1399,C,14 23.2593 N,061 42.6665 W,2900.81,240,,,0,240,1,0,0,0,0,0,0,4/1/12 5:00,4/4/12 10:15,3.22,Logging Hole,
340,U1400,A,14 32.5831 N,061 27.5492 W,2744.35,51.3,51.3,51.8,100.97,,0,9,9,0,0,0,0,4/4/12 12:30,4/5/12 10:45,0.93,,
340,U1400,B,14 32.2023 N,061 27.4065 W,2743.05,212.5,212.5,215.19,101.27,,0,28,28,0,0,0,0,4/5/12 10:45,4/7/12 6:30,1.82,,
340,U1400,C,14 32.1935 N,061 27.4028 W,2743.03,436,421,304.49,72.33,15,1,48,21,0,27,0,0,4/7/12 6:30,4/13/12 3:30,5.88,,
340,U1401,A,14 39.0991 N,061 25.0797 W,2596.73,81.5,81.5,15.61,19.15,,0,11,4,0,7,0,0,4/13/12 3:30,4/14/12 10:15,1.28,,
340,U1401,B,14 39.0237 N,061 25.2273 W,2606.22,12.9,12.9,12.42,96.28,,0,3,3,0,0,0,0,4/14/12 10:15,4/14/12 15:45,0.23,,
340,U1401,C,14 39.1744 N,061 24.9323 W,2578.82,10.3,10.3,10.44,101.36,,0,3,3,0,0,0,0,4/14/12 15:45,4/14/12 20:00,0.18,,
340,U1401,D,14 38.9463 N,061 25.3743 W,2618.61,9.2,9.2,9.12,99.13,,0,1,1,0,0,0,0,4/14/12 20:00,4/15/12 8:30,0.52,,
340T,U1392,A,30 10.119497 N,042 07.113098 W,1644.55,0.01,0.01,0.01,100,,0,1,0,0,0,0,1,,,,Single gravity core with apc barrel,
341,U1417,A,56 57.5996 N,147 06.5985 W,4187.7,168,168,167.74,99.85,,0,22,22,0,0,0,0,6/4/13 19:00,6/6/13 17:35,1.94,,
341,U1417,B,56 57.5999 N,147 06.5781 W,4189.81,358.8,358.8,262.96,73.29,,0,47,33,0,14,0,0,6/6/13 17:35,6/10/13 0:45,3.3,,
341,U1417,C,56 57.5888 N,147 6.5769 W,4188.08,226,225,216.83,96.37,1,1,28,28,0,0,0,0,6/10/13 0:45,6/11/13 15:25,1.61,,
341,U1417,D,56 57.5896 N,147 06.5973 W,4187.08,470.3,466.5,304.42,65.26,3.8,1,64,36,0,28,0,0,6/11/13 15:25,6/16/13 22:30,5.3,,
341,U1417,E,56 57.5888 N,147 06.5983 W,4188.56,709.5,348.7,146.92,42.13,360.8,2,37,0,0,0,37,0,6/16/13 22:30,6/23/13 9:45,6.47,"Offset depth to Hole U1417D, tide corrected",
341,U1418,A,58 46.6095 N,144 29.5777 W,3668.17,209.9,209.9,216.85,103.31,,0,33,33,0,0,0,0,6/23/13 23:00,6/25/13 19:55,1.87,,
341,U1418,B,58 46.6100 N,144 29.5559 W,3667.48,17,17,17.08,100.47,,0,2,2,0,0,0,0,6/25/13 19:55,6/25/13 23:25,0.15,,
341,U1418,C,58 46.5991 N,144 29.5570 W,3665.98,230.7,228.2,229.48,100.56,2.5,1,32,32,0,0,0,0,6/25/13 23:25,6/27/13 15:10,1.66,,
341,U1418,D,58 46.5993 N,144 29.5779 W,3666.47,305.8,302.8,279.77,92.39,3,1,36,31,0,5,0,0,6/27/13 15:10,6/29/13 17:00,2.08,OFFSET tide corrected from average of the first 3 holes,
341,U1418,E,58 46.5890 N,144 29.5771 W,,181.6,100.6,98.7,98.11,81,2,11,11,0,0,0,0,6/29/13 17:00,7/1/13 3:00,1.42,,
341,U1418,F,58 46.5883 N,144 29.5986 W,3666.98,948.7,688.7,495.2,71.9,260,1,71,0,0,0,71,0,7/1/13 3:00,7/10/13 0:30,8.9,,
341,U1419,A,59 31.9297 N,144 08.0282 W,687.38,193,193,111.24,57.64,,0,29,20,0,9,0,0,7/10/13 5:15,7/11/13 11:45,1.27,,
341,U1419,B,59 31.9309 N,144 08.0080 W,,114,113,99.05,87.65,1,1,18,18,0,0,0,0,7/11/13 11:45,7/12/13 3:40,0.66,,
341,U1419,C,59 31.9204 N,144 08.0079 W,,109.1,107.1,100.37,93.72,2,1,19,19,0,0,0,0,7/12/13 3:40,7/12/13 22:25,0.78,,
341,U1419,D,59 31.9200 N,144 08.0515 W,687.49,114.2,103.7,105.1,101.35,10.5,4,20,20,0,0,0,0,7/12/13 22:25,7/13/13 16:10,0.74,,
341,U1419,E,59 31.9310 N,144 08.0474 W,685.48,98.7,75.5,72.1,95.5,23.2,4,15,15,0,0,0,0,7/13/13 16:10,7/14/13 8:30,0.68,,
341,U1420,A,59 41.3399 N,143 12.0599 W,248.2,1020.8,1020.8,139.91,13.71,,0,106,0,0,0,106,0,7/14/13 11:45,7/22/13 9:00,7.89,,
341,U1421,A,59 30.4399 N,143 02.7395 W,718.47,702.7,702.7,140.72,20.03,,0,85,19,0,66,0,0,7/22/13 10:30,7/28/13 1:15,5.61,,
341,U1421,B,59 30.4284 N,143 02.7188 W,722.59,6.2,6.2,6.23,100.48,,0,1,1,0,0,0,0,7/28/13 1:15,7/28/13 3:25,0.09,,
341,U1421,C,59 30.4298 N,143 02.7387 W,721.69,38.2,38.2,29.06,76.07,,0,6,6,0,0,0,0,7/28/13 3:25,7/28/13 18:45,0.64,,
341S,U1416,A,48 40.1823 N,126 50.8509 W,1260.83,,,,0,,0,0,0,0,0,0,0,5/23/13 22:57,5/25/13 14:20,1.64,SCIMPI deployment hole,
341S,U1416,B,48 40.2032 N,126 50.8495 W,1260.83,,,,0,,0,0,0,0,0,0,0,5/25/13 14:20,5/28/13 20:00,3.24,Aborted dedicated logging hole,
341S,U858,G,48 27.3588  N,128 42.5342 W,2416.84,,,,0,,0,0,0,0,0,0,0,5/21/13 0:00,5/23/13 13:42,2.57,Unsuccessful CORK recovery attempt,
342,U1402,A,39 13.5182 N,072 16.5488 W,638.59,96.4,,,0,96.4,1,0,0,0,0,0,0,6/6/12 15:42,6/8/12 1:10,1.39,Eng. test - wash down ~100 meters,
342,U1402,B,39 13.5183 N,072 16.5354 W,639.11,15,15,15.05,100.33,,0,2,2,0,0,0,0,6/8/12 1:10,6/8/12 13:30,0.51,,
342,U1403,A,39 56.5997 N,051 48.1998 W,4944.27,253.3,253.3,231.82,91.52,,0,29,17,0,12,0,0,6/11/12 17:08,6/14/12 12:40,2.81,,
342,U1403,B,39 56.5993 N,051 48.1855 W,4948.67,265.1,265.1,229.81,86.69,,0,32,20,0,12,0,0,6/14/12 12:40,6/19/12 15:15,5.11,,
342,U1404,A,40 00.7997 N,051 48.5990 W,4742.26,308.8,308.8,281.02,91,,0,36,32,0,4,0,0,6/19/12 14:55,6/22/12 20:40,3.24,,
342,U1404,B,40 00.7999 N,051 48.5856 W,4747.56,228.7,228.7,228.04,99.71,,0,27,27,0,0,0,0,6/22/12 20:40,6/24/12 13:10,1.69,,
342,U1404,C,40 00.7890 N,051 48.5857 W,4747.54,44.5,28.5,28.98,101.68,16,1,3,3,0,0,0,0,6/24/12 13:10,6/24/12 19:45,0.27,,
342,U1405,A,40 8.3001 N,051 49.1996 W,4285.76,308.6,308.6,270.34,87.6,,0,33,26,0,7,0,0,6/25/12 7:45,6/27/12 11:20,2.15,,
342,U1405,B,40 8.2995 N,051 49.1845 W,4284.48,223.5,218.5,219.6,100.5,5,1,23,23,0,0,0,0,6/27/12 11:20,6/28/12 16:10,1.2,,
342,U1405,C,40 8.2890 N,051 49.1847 W,4287.28,232,232,227.77,98.18,,0,25,25,0,0,0,0,6/28/12 16:10,6/30/12 2:00,1.41,,
342,U1406,A,40 20.9992 N,051 38.9994 W,3814.79,283.3,283.3,267.3,94.35,,0,34,25,0,9,0,0,6/30/12 14:35,7/2/12 19:20,2.2,,
342,U1406,B,40 20.9995 N,051 38.9851 W,3813.66,253.6,253.6,241.34,95.17,,0,30,22,0,8,0,0,7/2/12 19:20,7/4/12 14:35,1.8,,
342,U1406,C,40 20.9892 N,051 38.9853 W,3813.04,241.4,236.4,223.02,94.34,5,2,27,17,0,10,0,0,7/4/12 14:35,7/6/12 16:00,2.06,,
342,U1407,A,41 25.4993 N,049 48.7987 W,3073.13,308.7,308.7,205.64,66.61,,0,35,15,0,20,0,0,7/7/12 8:00,7/9/12 10:05,2.09,,
342,U1407,B,41 25.4990 N,049 48.7840 W,3073.47,276.3,241.3,234.54,97.2,35,2,26,10,0,16,0,0,7/9/12 10:05,7/10/12 13:40,1.15,,
342,U1407,C,41 25.5000 N,049 48.8137 W,3075.16,261.6,237.6,244.36,102.85,24,2,27,10,0,17,0,0,7/10/12 13:40,7/11/12 19:15,1.23,,
342,U1408,A,41 26.2985 N,049 47.1483 W,3021.56,246.5,246.5,243.92,98.95,,0,27,20,0,7,0,0,7/11/12 20:45,7/13/12 10:45,1.58,,
342,U1408,B,41 26.2989 N,049 47.1361 W,3022.11,217.5,214.5,224.09,104.47,3,1,25,17,0,8,0,0,7/13/12 10:45,7/14/12 17:00,1.26,,
342,U1408,C,41 26.2878 N,049 47.1345 W,3022.49,187.5,184.5,181.52,98.38,3,1,22,18,0,4,0,0,7/14/12 17:00,7/16/12 7:15,1.59,,
342,U1409,A,41 17.7501 N,049 13.9996 W,3503.2,200.1,200.1,183.33,91.62,,0,26,16,0,10,0,0,7/16/12 10:10,7/18/12 5:50,1.82,,
342,U1409,B,41 17.7493 N,049 13.9852 W,3500.97,170.5,170.5,167.09,98,,0,19,14,0,5,0,0,7/18/12 5:50,7/19/12 3:40,0.91,,
342,U1409,C,41 17.7392 N,049 13.9853 W,3500.45,160.8,160.8,160.98,100.11,,0,21,14,0,7,0,0,7/19/12 3:40,7/20/12 15:15,1.48,,
342,U1410,A,41 19.6987 N,049 10.1995 W,3387.25,259.8,259.8,256.88,98.88,,0,28,16,0,12,0,0,7/20/12 18:45,7/22/12 5:00,1.43,,
342,U1410,B,41 19.6993 N,049 10.1847 W,3386.92,245.2,245.2,244.84,99.85,,0,28,18,0,10,0,0,7/22/12 5:00,7/23/12 16:20,1.47,,
342,U1410,C,41 19.6885 N,049 10.1854 W,3386.92,243.8,243.8,238.81,97.95,,0,27,16,0,11,0,0,7/23/12 16:20,7/25/12 9:15,1.7,,
342,U1411,A,41 37.0992 N,048 59.9990 W,3298.82,9.5,9.5,9.87,103.89,,0,1,1,0,0,0,0,7/25/12 11:15,7/25/12 23:20,0.5,OFFSET from B-Hole,
342,U1411,B,41 37.0993 N,048 59.9839 W,3298.79,254.2,254.2,233.94,92.03,,0,28,20,0,8,0,0,7/25/12 23:20,7/27/12 13:10,1.58,,
342,U1411,C,41 37.0890 N,048 59.9856 W,3300.18,223.9,133.1,118.62,89.12,90.8,1,16,8,0,8,0,0,7/27/12 13:10,7/29/12 5:00,1.66,,
344,U1380,B,08 35.9952 N,084 04.3908 W,502.73,49.97,,,0,50,1,0,0,0,0,0,0,10/27/12 23:15,10/28/12 21:30,0.93,Jet-in Test for 16 in casing,
344,U1380,C,08 35.9879 N,084 04.3918 W,502.73,800,362,202.35,55.9,438,2,51,0,0,0,51,0,10/28/12 21:30,11/14/12 7:00,16.4,Jet-in Casing,
344,U1381,C,08 25.7027 N,084 09.4800 W,2064.56,103.8,103.8,109.03,105.04,,0,13,12,0,1,0,0,10/26/12 12:15,10/27/12 21:45,1.4,,
344,U1412,A,08 29.3294 N,084 07.6686 W,1920.66,200.3,200.3,170.03,84.89,,0,25,15,0,10,0,0,11/14/12 8:00,11/16/12 20:10,2.51,,
344,U1412,B,08 29.1599 N,084 07.7512 W,1964.94,304.3,155.2,28.26,18.21,149.1,1,19,1,0,18,0,0,11/16/12 20:15,11/21/12 4:45,4.35,,
344,U1412,C,08 29.1700 N,084 07.7467 W,1964.95,387,87,36.57,42.03,300,1,9,0,0,0,9,0,11/21/12 4:45,11/24/12 4:00,2.97,,
344,U1412,D,08 29.1402 N,084 07.7793 W,1972.95,369.2,18.8,12.25,65.16,350.4,1,2,0,0,0,2,0,12/1/12 9:30,12/3/12 3:05,1.73,,
344,U1413,A,08 44.4593 N,084 06.8095 W,539.91,189.1,189.1,187.28,99.04,,0,26,18,0,8,0,0,11/24/12 5:30,11/26/12 5:55,2.02,,
344,U1413,B,08 44.4593 N,084 06.7992 W,540.37,25.6,25.6,27.44,107.19,,0,3,3,0,0,0,0,11/26/12 5:55,11/26/12 11:50,0.25,,
344,U1413,C,08 44.4482 N,084 06.7993 W,540.37,582.2,404.2,313.94,77.67,178,1,42,0,0,0,42,0,11/26/12 11:50,12/1/12 7:45,4.83,,
344,U1414,A,08 30.2304 N,084 13.5298 W,2458.55,471.6,471.6,383.95,81.41,,0,63,22,0,13,28,0,12/3/12 3:05,,,,
345,U1415,A,02 15.1757 N,101 32.5695 W,4837.34,10.3,,,0,10.3,1,0,0,0,0,0,0,12/22/12 6:45,12/23/12 10:45,1.17,"10.3m, Jet-in test #1 to verify sediment thickness",
345,U1415,B,02 15.1355 N,101 32.8671 W,4845.14,11.7,,,0,11.7,1,0,0,0,0,0,0,12/23/12 10:45,12/23/12 16:30,0.24,"11.7m, 2nd jet-in test to verify sediment thickness",
345,U1415,C,02 15.1349 N,101 32.8669 W,4845.14,12,,,0,12,1,0,0,0,0,0,0,12/23/12 16:30,12/24/12 14:30,0.92,"12.0m ?, 3rd jet-in test terminated - unable to rotate; BHA recovered bent",
345,U1415,D,02 15.1437 N,101 32.7441 W,4839.63,4.2,,,0,4.2,1,0,0,0,0,0,0,12/24/12 14:30,12/25/12 7:25,0.7,"4.2m, 4th jet-in test to verify sediment thickness",
345,U1415,E,02 15.1461 N,101 32.7424 W,4839.62,15.3,15.3,0.84,5.49,,0,2,0,0,0,2,0,12/25/12 7:25,12/26/12 9:15,1.08,"RCB Pilot hole,2.0m w/o rot., BHA failed/part left in hole while cutting core 3R",
345,U1415,F,02 15.1394 N,101 32.6261 W,4845.82,1.5,,,0,1.5,1,0,0,0,0,0,0,12/26/12 9:15,12/27/12 4:15,0.79,"1.5m, 5th jet-in test to verify sediment thickness",
345,U1415,G,02 15.1390 N,101 32.6263 W,4845.81,12.9,12.9,0.29,2.25,,0,1,0,0,0,1,0,12/27/12 4:15,12/27/12 11:45,0.31,"RCB Pilot hole, 1.5m w/o rot.",
345,U1415,H,02 15.1317 N,101 32.6370 W,4846.42,12.9,12.9,0.44,3.41,,0,1,0,0,0,1,0,12/27/12 11:45,12/28/12 11:15,0.98,"RCB Pilot hole, 1.0m w/o rot..",
345,U1415,I,02 15.1547 N,101 32.6622 W,4841.8,35.2,35.2,7.12,20.23,,0,4,0,0,0,4,1,12/28/12 11:15,12/31/12 9:30,2.93,RCB Pilot hole,
345,U1415,J,02 15.1604 N,101 32.6622 W,4838.79,111.8,91.8,14.35,15.63,20,2,15,0,0,0,15,9,12/31/12 9:30,1/16/13 8:30,15.96,Abandon due to stuck pipe and bad hole conditions,
345,U1415,K,02 15.3307 N,101 32.8527 W,4687.11,35.3,,,0,35.3,1,0,0,0,0,0,1,1/16/13 8:30,1/19/13 22:10,3.57,Could not re-enter.,
345,U1415,L,02 15.3300 N,101 32.8041 W,4674.7,4,,,0,4,1,0,0,0,0,0,0,1/19/13 22:10,1/20/13 16:00,0.74,Jet-In Test Only,
345,U1415,M,02 15.3304 N,101 32.8040 W,4674.7,25.9,,,0,25.9,1,0,0,0,0,0,1,1/20/13 16:00,1/23/13 7:00,2.63,RCB coring,
345,U1415,N,02 15.3304 N,101 32.8121 W,4675.21,37,37,1.56,4.22,,0,4,0,0,0,4,1,1/23/13 7:00,1/25/13 8:45,2.07,,
345,U1415,O,02 15.1516 N,101 32.5848 W,4849.67,17,,,0,17,1,0,0,0,0,0,0,1/25/13 8:45,1/26/13 14:10,1.23,Could not return to bottom after wiper trip.,
345,U1415,P,02 15.1486 N,101 32.6102 W,4852.67,107.9,95.4,30.57,32.04,12.5,1,18,0,0,0,18,6,1/26/13 14:10,2/6/13 3:48,10.57,,
346,U1422,A,43 45.9903 N,138 49.9894 E,,9.5,9.5,9.96,104.84,,0,1,1,0,0,0,0,8/17/13 5:48,8/17/13 18:45,0.54,Full core-no mudline; bit @ 3446.4,
346,U1422,B,43 45.9981 N,138 49.9910 E,,9.5,9.5,9.67,101.79,,0,1,1,0,0,0,0,8/17/13 18:45,8/17/13 20:20,0.07,Full core-no mudline; bit @ 3441.4,
346,U1422,C,43 45.9816 N,138 49.9897 E,3428.96,205.2,205.2,215.78,105.16,,0,31,31,0,0,0,0,8/17/13 20:20,8/19/13 10:50,1.6,Established mudline with bit @ 3435.4,
346,U1422,D,43 45.9899 N,138 49.9785 E,3428.46,141.8,141.8,152.83,107.78,,0,16,16,0,0,0,0,8/19/13 10:50,8/20/13 3:35,0.7,Established mudline with bit @ 3438.4,
346,U1422,E,43 45.9896 N,138 50.0003 E,3428.66,111.6,111.6,114.34,102.46,,0,14,14,0,0,0,0,8/20/13 3:35,8/21/13 0:00,0.85,Established mudline with bit @ 3440.0,
346,U1423,A,41 41.9494 N,139 04.9805 E,1785.25,206.6,206.6,212.89,103.04,,0,22,22,0,0,0,0,8/21/13 14:42,8/22/13 14:55,1.01,Bit @ 1794.4 mbrf,
