leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth (m),sample depth (m),percent total carbon,percent organic carbon,percent calcium carbonate (CaCO3),method code,data source code
41,368,,60,4,44.0,44.0,949.5,954.44,3.3,3.3,0.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,368,,63,3,125.0,125.0,975.0,979.25,13.1,7.6,46.2,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,1,3,80.0,80.0,0.0,3.8,7.4,0.2,59.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,2,3,82.0,82.0,4.0,8.32,6.6,0.3,52.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,2,5,80.0,80.0,4.0,11.3,6.7,0.2,53.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,3,3,78.0,78.0,13.5,17.78,6.6,0.2,53.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,3,5,80.0,80.0,13.5,20.8,6.7,0.2,53.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,4,3,92.0,92.0,23.0,26.92,7.0,0.2,56.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,4,5,80.0,80.0,23.0,29.8,5.9,0.2,47.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,5,2,80.0,80.0,32.5,34.8,6.2,0.2,49.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,5,4,123.0,123.0,32.5,38.23,8.2,0.2,66.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,1,3,80.0,80.0,0.0,3.8,7.4,0.2,59.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,2,3,82.0,82.0,4.0,8.32,6.6,0.3,52.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,2,5,80.0,80.0,4.0,11.3,6.7,0.2,53.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,3,3,78.0,78.0,13.5,17.78,6.6,0.2,53.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,3,5,80.0,80.0,13.5,20.8,6.7,0.2,53.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,4,3,92.0,92.0,23.0,26.92,7.0,0.2,56.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,4,5,80.0,80.0,23.0,29.8,5.9,0.2,47.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,5,2,80.0,80.0,32.5,34.8,6.2,0.2,49.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,369,,5,4,123.0,123.0,32.5,38.23,8.2,0.2,66.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,1,3,90.0,90.0,0.0,3.9,6.4,0.4,50.1,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,2,2,68.0,68.0,103.0,105.18,4.5,0.2,35.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,3,1,61.0,61.0,207.5,208.11,5.6,0.2,45.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,3,1,103.0,103.0,207.5,208.53,8.0,0.1,65.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,4,3,51.0,51.0,217.0,220.51,4.3,0.9,28.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,5,3,90.0,90.0,321.5,325.4,4.3,0.9,28.1,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,6,2,70.0,70.0,426.0,428.2,1.3,0.4,7.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,8,2,80.0,80.0,464.0,466.3,3.1,0.5,21.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,9,1,119.0,119.0,483.0,484.19,2.0,0.5,12.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,9,CC,10.0,10.0,483.0,484.6,2.4,0.5,15.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,10,2,53.0,53.0,502.0,504.03,3.0,0.6,19.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,12,1,83.0,83.0,540.0,540.83,2.5,0.8,13.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,13,2,22.0,22.0,549.5,551.22,3.0,0.5,21.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,13,2,70.0,70.0,549.5,551.7,2.3,1.1,9.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,13,2,96.0,96.0,549.5,551.96,10.7,1.9,73.1,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,14,1,96.0,96.0,568.5,569.46,3.8,1.3,20.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,15,3,117.0,117.0,587.5,591.67,7.7,1.5,51.2,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,16,3,37.0,37.0,606.5,609.87,7.6,2.5,42.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,17,2,10.0,10.0,616.0,617.6,5.8,1.4,37.1,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,19,1,89.0,89.0,654.0,654.89,4.9,0.5,36.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,20,2,70.0,70.0,673.0,675.2,2.4,0.6,15.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,21,2,30.0,30.0,682.5,684.3,2.3,0.6,13.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,22,3,50.0,50.0,692.0,695.5,2.6,0.7,15.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,22,3,92.0,92.0,692.0,695.92,2.8,0.6,18.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,23,3,80.0,80.0,701.5,705.3,2.0,0.4,13.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,24,3,80.0,80.0,711.0,714.8,3.4,0.7,22.2,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,25,2,60.0,60.0,720.5,722.6,1.9,0.7,10.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,26,3,60.0,60.0,730.0,733.6,2.9,0.2,22.2,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,27,3,87.0,87.0,749.0,752.87,1.8,0.8,8.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,28,3,46.0,46.0,768.0,771.46,2.4,2.1,2.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,28,4,30.0,30.0,768.0,772.8,0.3,0.3,0.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,30,3,65.0,65.0,806.0,809.65,0.4,0.4,0.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,31,3,19.0,19.0,825.0,828.19,1.8,1.5,1.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,32,3,38.0,38.0,834.5,837.88,7.0,4.8,18.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,32,4,52.0,52.0,834.5,839.52,0.3,0.1,1.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,34,1,46.0,46.0,872.5,872.96,10.3,0.1,84.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,34,3,98.0,98.0,872.5,876.48,3.3,1.0,18.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,35,2,68.0,68.0,882.0,884.18,5.4,1.1,35.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,38,3,59.0,59.0,939.0,942.59,3.1,0.8,19.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,39,4,30.0,30.0,948.5,953.3,1.9,0.5,11.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,41,2,35.0,35.0,986.5,988.35,2.5,0.2,19.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,42,3,116.0,116.0,1005.5,1009.66,2.0,0.5,12.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,44,3,66.0,66.0,1043.5,1047.16,1.2,0.2,8.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,45,3,116.0,116.0,1062.5,1066.66,1.1,0.4,6.1,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,47,3,139.0,139.0,1100.5,1104.89,3.9,0.2,30.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
41,370,,51,2,144.0,144.0,1167.0,1169.94,4.2,0.1,34.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,1,1,114.0,114.0,0.0,1.14,,,7.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,1,125.0,125.0,0.0,1.25,3.4,0.3,26.1,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,1,2,37.0,37.0,0.0,1.87,,,9.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,2,55.0,55.0,0.0,2.05,3.4,0.4,25.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,1,2,66.0,66.0,0.0,2.16,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,2,117.0,117.0,0.0,2.67,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,3,53.0,53.0,0.0,3.53,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,3,55.0,55.0,0.0,3.55,4.2,0.4,31.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,1,4,17.0,17.0,0.0,4.67,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,4,28.0,28.0,0.0,4.78,,,2.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,4,55.0,55.0,0.0,5.05,3.3,0.3,25.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,1,5,40.0,40.0,0.0,6.4,,,4.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,5,50.0,50.0,0.0,6.5,3.2,0.3,23.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,1,5,72.0,72.0,0.0,6.72,,,6.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,6,47.0,47.0,0.0,7.97,,,6.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,6,52.0,52.0,0.0,8.02,3.9,0.3,30.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,1,6,62.0,62.0,0.0,8.12,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,1,CC,10.0,10.0,0.0,9.1,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,2,1,110.0,110.0,199.5,200.6,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,2,1,124.0,124.0,199.5,200.74,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,2,2,51.0,51.0,199.5,201.51,,,7.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,2,2,55.0,55.0,199.5,201.55,5.0,0.2,39.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,2,2,120.0,120.0,199.5,202.2,,,4.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,2,3,50.0,50.0,199.5,203.0,,,4.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,2,3,55.0,55.0,199.5,203.05,3.8,0.2,29.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,2,3,78.0,78.0,199.5,203.28,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,2,CC,10.0,10.0,199.5,204.1,,,2.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,3,1,79.0,79.0,361.0,361.79,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,3,1,85.0,85.0,361.0,361.85,4.2,0.3,32.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,3,2,54.0,54.0,361.0,363.04,,,3.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,3,2,54.0,54.0,361.0,363.04,3.8,0.2,30.1,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,3,3,52.0,52.0,361.0,364.52,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,3,3,53.0,53.0,361.0,364.53,3.8,0.3,29.2,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,3,4,50.0,50.0,361.0,366.0,,,1.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,3,4,55.0,55.0,361.0,366.05,3.3,0.3,25.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,3,4,122.0,122.0,361.0,366.72,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,3,5,53.0,53.0,361.0,367.53,,,3.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,3,5,55.0,55.0,361.0,367.55,4.0,0.3,31.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,3,6,51.0,51.0,361.0,369.01,,,7.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,3,6,58.0,58.0,361.0,369.08,4.2,0.4,31.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,3,6,60.0,60.0,361.0,369.1,,,1.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,3,CC,10.0,10.0,361.0,370.1,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,4,1,145.0,145.0,408.5,409.95,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,4,2,50.0,50.0,408.5,410.5,,,2.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,4,2,55.0,55.0,408.5,410.55,3.4,0.4,24.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,4,2,142.0,142.0,408.5,411.42,,,7.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,4,3,50.0,50.0,408.5,412.0,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,4,3,55.0,55.0,408.5,412.05,3.8,0.3,29.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,4,4,47.0,47.0,408.5,413.47,3.5,0.3,26.2,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,4,4,48.0,48.0,408.5,413.48,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,4,4,57.0,57.0,408.5,413.57,4.3,0.2,34.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,4,5,45.0,45.0,408.5,414.95,3.9,0.3,30.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,4,5,51.0,51.0,408.5,415.01,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,4,5,114.0,114.0,408.5,415.64,,,2.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,4,6,88.0,88.0,408.5,416.88,6.4,0.2,51.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,4,6,116.0,116.0,408.5,417.16,,,4.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,1,50.0,50.0,465.5,466.45,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,1,56.0,56.0,465.5,466.51,4.2,0.2,32.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,5,1,75.0,75.0,465.5,466.7,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,1,124.0,124.0,465.5,467.19,,,3.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,2,39.0,39.0,465.5,467.84,4.6,0.2,37.1,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,5,2,41.0,41.0,465.5,467.86,,,4.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,2,45.0,45.0,465.5,467.9,5.5,0.2,43.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,5,2,46.0,46.0,465.5,467.91,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,3,55.0,55.0,465.5,469.5,4.2,0.2,33.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,5,3,115.0,115.0,465.5,470.1,,,6.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,4,40.0,40.0,465.5,470.85,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,4,51.0,51.0,465.5,470.96,2.8,0.4,19.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,5,4,83.0,83.0,465.5,471.28,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,5,7.0,7.0,465.5,472.02,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,5,74.0,74.0,465.5,472.69,3.8,0.2,30.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,5,6,50.0,50.0,465.5,473.95,,,3.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,6,60.0,60.0,465.5,474.05,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,5,6,70.0,70.0,465.5,474.15,4.5,0.3,35.2,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,5,CC,10.0,10.0,465.5,475.05,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,8,2,104.0,104.0,546.0,548.54,2.8,0.4,19.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,8,2,106.0,106.0,546.0,548.56,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,8,3,20.0,20.0,546.0,549.2,,,6.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,8,3,69.0,69.0,546.0,549.69,2.8,0.3,20.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,371,,8,3,88.0,88.0,546.0,549.88,,,3.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,371,,8,3,126.0,126.0,546.0,550.26,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,1,1,132.0,132.0,112.0,113.32,6.4,0.1,52.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,1,2,30.0,30.0,112.0,113.8,,,3.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,1,2,60.0,60.0,112.0,114.1,6.7,0.1,55.1,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,1,3,55.0,55.0,112.0,115.55,6.7,0.2,54.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,1,3,94.0,94.0,112.0,115.94,,,2.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,1,4,6.0,6.0,112.0,116.56,,,1.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,1,4,45.0,45.0,112.0,116.95,,,9.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,1,4,46.0,46.0,112.0,116.96,5.6,0.2,44.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,1,CC,10.0,10.0,112.0,118.1,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,2,1,132.0,132.0,131.0,132.32,5.9,0.1,48.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,2,1,133.0,133.0,131.0,132.33,4.2,0.2,33.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,2,2,41.0,41.0,131.0,132.91,7.3,0.1,60.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,2,2,96.0,96.0,131.0,133.46,,,6.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,2,2,126.0,126.0,131.0,133.76,,,9.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,2,3,55.0,55.0,131.0,134.55,5.8,0.2,47.3,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,2,3,110.0,110.0,131.0,135.1,,,6.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,2,4,11.0,11.0,131.0,135.61,,,2.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,2,4,72.0,72.0,131.0,136.22,6.4,0.1,52.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,2,4,100.0,100.0,131.0,136.5,,,7.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,3,1,73.0,73.0,140.5,141.23,,,3.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,3,1,74.0,74.0,140.5,141.24,5.6,0.1,45.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,3,2,55.0,55.0,140.5,142.55,5.4,0.2,43.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,3,2,110.0,110.0,140.5,143.1,,,6.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,3,3,42.0,42.0,140.5,143.92,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,3,3,55.0,55.0,140.5,144.05,8.0,0.1,65.7,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,3,3,87.0,87.0,140.5,144.37,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,4,1,83.0,83.0,150.0,150.83,,,8.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,4,1,107.0,107.0,150.0,151.07,5.6,0.2,44.9,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,4,2,25.0,25.0,150.0,151.75,,,5.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,4,2,55.0,55.0,150.0,152.05,6.1,0.2,48.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,5,1,130.0,130.0,159.5,160.8,,,4.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,6,1,144.0,144.0,169.0,170.44,,,4.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,9,1,83.0,83.0,197.5,198.33,6.6,0.1,54.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,9,2,8.0,8.0,197.5,199.08,6.2,0.1,51.0,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,9,2,66.0,66.0,197.5,199.66,,,3.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,9,2,74.0,74.0,197.5,199.74,5.5,0.2,44.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,9,2,140.0,140.0,197.5,200.4,,,3.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,9,2,147.0,147.0,197.5,200.47,5.6,0.2,44.8,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,9,3,55.0,55.0,197.5,201.05,5.3,0.2,42.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,9,3,70.0,70.0,197.5,201.2,,,0.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,9,4,40.0,40.0,197.5,202.4,,,4.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,9,4,45.0,45.0,197.5,202.45,5.4,0.2,43.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,10,1,143.0,143.0,207.0,208.43,4.9,0.2,39.4,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,10,2,70.0,70.0,207.0,209.2,,,2.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,10,2,80.0,80.0,207.0,209.3,5.4,0.2,43.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,11,1,104.0,104.0,216.5,217.54,4.5,0.3,35.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,11,1,130.0,130.0,216.5,217.8,,,6.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,11,2,55.0,55.0,216.5,218.55,5.7,0.2,45.5,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,11,2,80.0,80.0,216.5,218.8,,,4.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,11,3,30.0,30.0,216.5,219.8,,,7.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
42,372,,11,3,54.0,54.0,216.5,220.04,5.5,0.3,43.6,LECO WR-12 ANALYZER (total and/or organic),DSDP SHORE LABORATORY
42,372,,12,1,10.0,10.0,226.0,226.1,,,6.0,CARBONATE BOMB (CaCO3 only),DR. ROBERT KIDD
